uid	pf_name
5358	Pfam-B_1634
5358	Pfam-B_7405
1887	Pfam-B_39724
1887	Pfam-B_81563
1650	PLA2_B
1889	Pfam-B_100565
1890	Glyco_hydro_47
1891	Ribosomal_L7Ae
6476	Pfam-B_931
6476	Ribosomal_L30
5365	Pfam-B_4335
5365	Pfam-B_64380
5365	WD40
4559	Pfam-B_18331
4559	Pfam-B_60168
4559	Pfam-B_67239
4559	UPF0120
1896	Pfam-B_107214
1896	Pfam-B_85749
1896	XPA_C
1896	XPA_N
4640	Pfam-B_101819
4640	Pfam-B_5176
4640	WD40
1895	SRP1_TIP1
1897	Pfam-B_7975
1907	Pfam-B_64795
1907	Pfam-B_86628
1907	WD40
1900	Pkinase
1899	DSPc
1904	Aldedh
1904	Pfam-B_104274
1904	Pfam-B_91446
1909	PIR
1915	DUF572
2077	ATP-synt_F
4875	Pfam-B_101967
4875	Pfam-B_106393
4876	Pfam-B_29218
4877	ADK
4877	ADK_lid
2672	Erg28
4881	DUF468
4886	Pfam-B_57318
4887	HD
4887	Pfam-B_5017
4258	Pfam-B_83450
1917	CUE
1921	Peptidase_M16
1921	Peptidase_M16_C
1921	Pfam-B_1446
1921	Pfam-B_1787
1921	Pfam-B_3056
1929	Aldedh
1929	Pfam-B_104274
1929	Pfam-B_91446
1931	DMRL_synthase
1933	TauD
1934	S-methyl_trans
1936	RTA1
2536	DNA_pol_alpha_B
2534	DNA_primase_S
2534	Pfam-B_8786
2535	DNA_primase_lrg
1958	Ank
1960	MFS_1
4446	DUF852
1963	Pfam-B_73167
1963	Pfam-B_73189
1963	WD40
1968	DJ-1_PfpI
1968	Pfam-B_9693
1972	APS_kinase
6325	Monooxygenase
6325	Pfam-B_100501
6325	Pfam-B_3007
6325	Pfam-B_3159
6325	Pfam-B_5087
1974	Pfam-B_5927
1974	Pfam-B_83683
1978	Bul1_C
1983	Pfam-B_14362
1983	TPR
4897	UBA
4897	UCH
4897	zf-UBP
1989	Y_phosphatase2
2957	Pfam-B_88416
1998	LRR
2001	Pfam-B_106969
2001	UPF0061
2002	M
2002	Pfam-B_1
2002	Pfam-B_40072
2002	Pfam-B_474
2003	Pfam-B_13578
2003	Pfam-B_6622
4728	Pfam-B_69907
4728	Pfam-B_8209
4728	Sec34
2489	Pfam-B_16876
2489	SNARE
2489	Syntaxin
2008	DLH
2008	Pfam-B_19367
6796	ABC_membrane
6796	ABC_tran
6796	Pfam-B_10169
6796	Pfam-B_16597
6796	Pfam-B_1806
6796	Pfam-B_277
6796	Pfam-B_43583
6796	Pfam-B_43618
6796	Pfam-B_8238
6796	Pfam-B_99424
2014	Pfam-B_27162
2014	Pfam-B_90923
2014	Zn_clus
5011	GatB
5011	GatB_N
5011	GatB_Yqey
5012	Ribosomal_L21p
4826	Ribosomal_L6
5255	Pfam-B_15006
5255	Pfam-B_5964
6809	Clat_adaptor_s
6809	Pfam-B_70212
5542	Glyco_hydro_32
2394	Carbpep_Y_N
2394	Peptidase_S10
6650	Pfam-B_7979
6650	Pfam-B_80002
6650	zf-CCHC
6835	HIG_1_N
2028	zf-CCCH
6700	Ssu72
2030	Cation_efflux
2030	Pfam-B_101651
2043	Pfam-B_2594
2043	Pfam-B_5019
6635	Pfam-B_411
6635	Thioredoxin
6443	Peptidase_M24
6443	Pfam-B_1323
6443	Pfam-B_1612
6443	Pfam-B_36307
6443	Pfam-B_528
4549	Pfam-B_32
4549	Pfam-B_4370
4549	Pfam-B_8495
6751	Pfam-B_12617
6751	Pfam-B_13906
6751	THUMP
6751	UPF0020
5041	Endonuclease_NS
4760	Pex2_Pex12
4760	zf-C3HC4
2056	Pfam-B_67497
2056	Pribosyltran
2058	Pfam-B_3930
2058	Pfam-B_51184
2058	SNARE
2693	Sec1
2066	CBFD_NFYB_HMF
2067	CBFD_NFYB_HMF
1366	Hydrolase
1366	Pfam-B_64744
3944	Pfam-B_1225
3944	Pfam-B_55421
3944	PP2C
6614	HHH
6614	HhH-GPD
6614	Pfam-B_59340
6614	Pfam-B_9467
4768	PH
4265	Cytochrom_C
2076	RRM_1
2075	Pfam-B_11129
6640	V-ATPase_H
6352	SPRY
4496	WD40
2938	La
2938	Pfam-B_84102
2084	RNase_PH
2084	RNase_PH_C
6785	Pfam-B_760
5330	Pfam-B_27108
5330	Pfam-B_760
6838	RNase_PH
6838	RNase_PH_C
2085	Hydrolase
2095	Pfam-B_69953
2095	PHD
4115	MOZ_SAS
4115	Pfam-B_2465
4115	Pfam-B_68336
2099	NAC
2099	Pfam-B_3555
2099	Pfam-B_82106
2101	P16-Arc
2104	Pfam-B_15775
2104	PTPLA
2540	Porin_3
2302	Tom22
2498	Pfam-B_99812
2498	Sec1
2126	Fungal_trans
2126	Zn_clus
4836	Pfam-B_28835
4836	Pfam-B_46647
4836	Pfam-B_79279
2127	Pfam-B_100304
2128	Pfam-B_60763
2134	EMP24_GP25L
4933	Mito_carr
5598	Per1
5600	Pfam-B_49639
2061	UCR_14kD
5601	Ribosomal_L14
5603	DnaJ
4488	GIDA
4488	Pfam-B_407
4488	Pfam-B_410
4488	Pfam-B_569
4488	Pfam-B_76778
4488	Pfam-B_76780
5604	Abhydrolase_1
5604	Pfam-B_739
5605	Abhydrolase_1
5606	Pfam-B_39614
5607	Pfam-B_101406
5607	Pfam-B_35839
5608	Pfam-B_17869
5608	Pfam-B_8469
5608	Pfam-B_95413
5608	Pfam-B_95415
5608	SPX
2035	Pfam-B_17179
2035	PIR
5609	KRE9
3027	ATP12
3027	Pfam-B_7121
2696	F-actin_cap_A
5612	Pfam-B_27162
5612	Pfam-B_90923
5612	Zn_clus
5614	Pfam-B_98889
5614	zf-CCCH
5583	Pfam-B_1
5583	Pfam-B_127
5583	Pfam-B_13
5583	Pfam-B_44558
5583	Pfam-B_70490
5583	Pfam-B_86762
5583	Pfam-B_87770
5583	Pfam-B_87837
5583	Pfam-B_88147
5583	Pfam-B_88768
4671	SRP1_TIP1
3816	Pfam-B_2259
3816	Pfam-B_2314
3816	Pfam-B_32
3816	Pfam-B_651
5615	ADH_zinc_N
5615	Pfam-B_33893
5155	ERG4_ERG24
5616	HlyIII
5004	Pfam-B_6301
4557	Gly_transf_sug
4557	Pfam-B_22236
4557	Pfam-B_83581
4557	Pfam-B_83583
3822	PHF5
2156	dUTPase
2158	ATP-cone
2158	Ribonuc_red_lgC
2158	Ribonuc_red_lgN
2157	Ribonuc_red_sm
2159	Pox_I3
2160	TK
2162	Pox_TAP
2161	Pfam-B_4930
2161	Pox_TAA1
2164	Pox_Ag35
2170	Pkinase
2163	Orthopox_A49R
2166	Pox_A32
2187	Pox_A11
2165	Pox_RNA_pol
2167	Orthopox_F8
2168	Pfam-B_4548
2168	Pox_VP8_L4R
2169	Chordopox_G2
2171	Pox_P4A
2172	Sod_Cu
2173	Orthopox_A5L
2174	Pox_J1
2175	dsrm
2175	Pfam-B_6230
2175	z-alpha
2176	Pfam-B_13185
2176	Pfam-B_15116
2177	Sema
2178	Pox_A51
2179	Pfam-B_7046
2179	Pox_E8
2180	Chordopox_A20R
2180	Pfam-B_3941
2181	Pfam-B_3420
2181	Pox_D5
2182	Pfam-B_4015
2182	UDG
2183	Pox_int_trans
2184	Pox_A8
2185	Pox_A12
2186	DUF678
2188	Pox_A21
2189	Pox_A6
2190	Pfam-B_9505
2190	Pox_A22
2191	Pox_F15
2192	NUDIX
2192	Pfam-B_4304
2192	Pfam-B_8989
6122	ATP-synt_A
2214	Prenyltrans
4994	PPTA
2216	E1-E2_ATPase
2216	Hydrolase
2216	Pfam-B_1014
2216	Pfam-B_1284
2216	Pfam-B_1398
2216	Pfam-B_1436
2216	Pfam-B_1531
2216	Pfam-B_1670
2216	Pfam-B_21372
2216	Pfam-B_2927
2216	Pfam-B_505
2216	Pfam-B_526
2216	Pfam-B_538
2216	Pfam-B_541
2216	Pfam-B_54181
2216	Pfam-B_668
2216	Pfam-B_863
2216	Pfam-B_995
3006	Pfam-B_1
3006	Pfam-B_127
3006	Pfam-B_13
3006	Pfam-B_14
3006	Pfam-B_474
3006	Pfam-B_87770
3006	Pfam-B_87837
2671	PRAI
6414	Pfam-B_1200
6414	Pfam-B_1206
6414	Pfam-B_1275
6414	Pfam-B_1307
6414	Pfam-B_697
6414	rve
6414	TYA
6332	Pfam-B_317
6332	tRNA-synt_2c
4843	Pfam-B_83128
4843	TP_methylase
4122	Pfam-B_24719
2688	Asp
2688	Pfam-B_101967
2688	Pfam-B_106393
2700	Pfam-B_61711
2700	Pfam-B_61713
2700	Pfam-B_82074
2700	zf-CCHC
5549	AA_permease
2393	MF_alpha
2393	MF_alpha_N
4774	Pfam-B_179
6739	B-block_TFIIIC
6636	Pfam-B_28835
6636	Pfam-B_46647
6636	Pfam-B_79279
2237	Bul1_C
2237	Bul1_N
2237	Pfam-B_74032
2239	HLH
2239	Pfam-B_51777
5370	Pfam-B_99707
5295	Pfam-B_3303
5295	Pfam-B_3391
4426	Pfam-B_12216
4808	NUDIX
5554	Pfam-B_377
5554	Pyr_redox
4686	Aminotran_5
5573	Pfam-B_228
5573	tRNA-synt_2b
2247	Pfam-B_1363
2247	Pfam-B_3922
2247	Synaptobrevin
5901	Cation_ATPase_C
5901	Cation_ATPase_N
5901	E1-E2_ATPase
5901	Hydrolase
5901	Pfam-B_12
5901	Pfam-B_76
6813	EF1G
6813	GST_C
6813	GST_N
6813	Pfam-B_21928
6813	Pfam-B_2281
2251	DnaJ
2251	DnaJ_C
2251	DnaJ_CXXCXGXG
2251	Pfam-B_45209
2251	Pfam-B_48452
2251	Pfam-B_75063
2259	Pkinase
2398	MAT1
2379	CDC37
2379	Pfam-B_45454
2379	Pfam-B_5064
2379	Pfam-B_9429
3962	Acetyltransf_1
3962	Pfam-B_14641
2263	Ras
2264	RasGEF
2264	RasGEF_N
2264	SH3_1
2264	SH3_2
2501	HLH
2859	ArfGap
2859	Pfam-B_100942
2287	Pfam-B_26251
2287	Pfam-B_6786
2287	Pfam-B_787
2288	Pfam-B_8809
4419	Pfam-B_19798
4419	Pfam-B_32216
4419	Pfam-B_95093
4419	zf-ZPR1
3018	DUF321
3018	Pfam-B_1
3018	Pfam-B_127
3018	Pfam-B_13059
3018	Pfam-B_21715
3018	Pfam-B_21719
3018	Pfam-B_26725
3018	Pfam-B_40518
3018	Pfam-B_74282
3018	Pfam-B_86762
3018	Pfam-B_87770
3018	Pfam-B_87837
3018	PH
6269	Ank
6269	Oxysterol_BP
6269	Pfam-B_70264
6269	Pfam-B_70987
6269	Pfam-B_70988
6269	PH
6712	Ank
6712	Oxysterol_BP
6712	Pfam-B_13856
6712	Pfam-B_15256
6712	Pfam-B_70264
6712	Pfam-B_70987
6712	Pfam-B_70988
6712	PH
6839	Ank
6839	Pfam-B_70987
6839	Pfam-B_70988
2273	efhand
2280	Clathrin_lg_ch
2278	ANTH
2278	Pfam-B_28547
2278	Pfam-B_44701
2278	Pfam-B_45707
2278	Pfam-B_71
2278	Pfam-B_7536
2278	Pfam-B_79347
1943	Abhydrolase_1
1943	Pfam-B_31462
1943	Pfam-B_60388
6380	TAP42
5809	B-tub_coD
2405	CDC45
3931	Pfam-B_563
3931	Pfam-B_577
3931	Radical_SAM
2295	MIF4G
2294	Smg4_UPF3
5902	Pfam-B_6481
5902	Pfam-B_66526
5902	Vps53_N
2299	mRNA_triPase
2298	mRNA_cap_C
2298	mRNA_cap_enzyme
2298	Pfam-B_56688
2298	Pfam-B_83964
3790	GTP_EFTU
3790	GTP_EFTU_D2
3790	Pfam-B_1817
3790	Pfam-B_264
4194	Pfam-B_40375
4194	PIR
4194	SRP1_TIP1
2531	Pfam-B_11518
2531	Pfam-B_260
2531	Pfam-B_495
2531	Pfam-B_524
2531	Pfam-B_8919
2301	Pfam-B_102983
2301	Pfam-B_10380
2301	Pfam-B_57255
2301	Pfam-B_86620
2301	Pfam-B_98020
2301	TPR
6659	MMR_HSR1
6659	Pfam-B_9832
6646	Glyco_transf_15
4492	ABC_tran
4492	Fer4
4492	Pfam-B_1658
4492	Pfam-B_1663
5907	Pfam-B_81414
4151	Pfam-B_66574
2312	Pfam-B_36704
2312	Pfam-B_66915
2312	Pro_isomerase
2312	TPR
2452	Pfam-B_2045
2452	Pfam-B_39098
2452	Pfam-B_9898
2452	WD40
5208	RhoGAP
4370	Gelsolin
4370	Pfam-B_3361
4370	Pfam-B_3634
4370	Pfam-B_64209
4370	Sec23_helical
4370	Sec23_trunk
4370	zf-Sec23_Sec24
2352	DEAD
2352	Helicase_C
2352	Pfam-B_64442
2316	RRM_1
5656	Pfam-B_3452
5656	Pkinase
5656	Pkinase_C
5640	Pfam-B_96933
5640	STAG
2675	Anti-silence
2417	PCNA_C
2417	PCNA_N
4516	DEAD
4516	Helicase_C
2330	BRCT
2330	NIF
2330	Pfam-B_21366
2330	Pfam-B_37991
2333	GHMP_kinases
2333	Pfam-B_3206
2333	Pfam-B_93292
2346	HGTP_anticodon
2346	Pfam-B_4467
2346	Pfam-B_65108
2346	Pfam-B_8295
2346	Pkinase
2346	RWD
6462	Pfam-B_44160
6642	AAR2
2348	TFIIA_gamma_C
2348	TFIIA_gamma_N
2349	Pfam-B_59871
6355	Metallophos
6355	Pfam-B_382
6355	Pfam-B_88051
3984	LRR
3984	NTF2
3984	Pfam-B_13065
3984	Pfam-B_31261
3984	Pfam-B_66976
3984	TAP_C
2350	Pfam-B_13
2350	Pfam-B_9182
1764	PX
2359	Zn_clus
5904	Pfam-B_3753
2365	WD40
6709	Pfam-B_97591
4202	Pfam-B_42139
4822	Aminotran_3
5989	Pfam-B_26004
5989	Pfam-B_90524
5989	Pkinase
2371	HORMA
2371	Pfam-B_88039
2374	HSF_DNA-bind
2380	Hexokinase_1
2380	Hexokinase_2
2384	IKI3
2384	Pfam-B_4127
2384	Pfam-B_8839
2386	WD40
4646	Pfam-B_102094
6718	PAXNEB
2835	Pfam-B_90520
2835	zf-C2H2
4453	Ribosomal_S16
4279	HLH
4456	Rhodanese
4457	Pfam-B_17505
4457	Pfam-B_21937
4457	Rhodanese
4149	Pfam-B_17380
4149	Pfam-B_6000
1608	Pfam-B_79352
4201	Pfam-B_28335
4250	Pyr_redox
4465	SUR7
4467	ADH_zinc_N
4471	Pfam-B_46321
4126	MFS_1
4481	GWT1
4481	Pfam-B_8129
4483	2-Hacid_dh
4483	2-Hacid_dh_C
4483	ACT
4483	Pfam-B_103534
4483	Pfam-B_80246
4224	Pfam-B_3946
4224	Pfam-B_4643
4224	Pfam-B_5114
4224	Pfam-B_5207
4408	DUP
4408	Pfam-B_6302
4393	LAG1
4393	Pfam-B_3305
4393	Pfam-B_93229
4485	Pfam-B_95762
4490	Pfam-B_11413
4490	Pfam-B_70242
4491	bZIP
4491	Pfam-B_200
4491	Pfam-B_22331
4491	Pfam-B_39330
4493	Cation_ATPase_C
4493	Cation_ATPase_N
4493	E1-E2_ATPase
4493	Hydrolase
4493	Pfam-B_12
4493	Pfam-B_76
4494	Iso_dh
4495	Pkinase
4497	SRP1_TIP1
4498	Pfam-B_36294
4498	Pfam-B_73110
4498	UBX
4499	Pfam-B_57705
4500	ADH_zinc_N
4503	MFS_1
4503	Pfam-B_1503
4206	RRM_1
2395	DnaJ
2395	DnaJ_C
2395	DnaJ_CXXCXGXG
2433	Pfam-B_704
2433	SecY
2402	Peptidase_M16
2402	Peptidase_M16_C
2401	Peptidase_M16
2401	Peptidase_M16_C
4823	Myb_DNA-binding
4823	Pfam-B_102445
4823	Pfam-B_102449
6786	3Beta_HSD
2414	DNA_mis_repair
2414	HATPase_c
2414	Pfam-B_530
2414	Pfam-B_60826
2414	Pfam-B_74564
2415	MutS_I
2415	MutS_II
2415	MutS_III
2415	MutS_IV
2415	MutS_V
2416	DNA_mis_repair
2416	HATPase_c
2416	Pfam-B_19620
2416	Pfam-B_23246
2416	Pfam-B_24037
2416	Pfam-B_24042
2416	Pfam-B_49444
2416	Pfam-B_530
2416	Pfam-B_55732
2416	Pfam-B_634
2422	MutS_I
2422	MutS_II
2422	MutS_III
2422	MutS_IV
2422	MutS_V
6586	Pfam-B_231
6586	Pfam-B_497
2527	AAA
2527	BRCT
2527	Pfam-B_25705
2527	Pfam-B_4867
2527	Pfam-B_524
2527	Pfam-B_5929
2527	Pfam-B_7533
2527	Pfam-B_93745
2528	AAA
2528	Pfam-B_524
2528	Pfam-B_936
2530	AAA
2530	Pfam-B_260
2530	Pfam-B_495
2530	Pfam-B_524
2530	Pfam-B_936
2858	Pfam-B_113
2858	Pfam-B_211
2858	Pfam-B_4266
2858	Pfam-B_4970
2858	Pfam-B_8283
2858	Pfam-B_83971
2858	Pfam-B_9240
8264	Pfam-B_40425
8264	UDG
2418	Helicase_C
2418	Pfam-B_17438
2418	Pfam-B_17942
2418	Pfam-B_20346
2418	Pfam-B_27125
2418	Pfam-B_9325
2418	Pfam-B_9330
2418	SNF2_N
5016	DEAD
5016	Helicase_C
5016	Pfam-B_5374
2912	Topoisom_bac
2912	Toprim
2841	Pfam-B_101863
2841	Pfam-B_11745
2841	Pfam-B_82129
2841	PolyA_pol
2843	Pfam-B_143
2843	Pfam-B_8631
2845	Helicase_C
2845	HSA
2845	Pfam-B_104977
2845	Pfam-B_77608
2845	Pfam-B_77614
2845	Pfam-B_8090
2845	Pfam-B_85950
2845	SNF2_N
2847	DnaJ
2847	Pfam-B_62263
2847	Pfam-B_7195
2848	Pfam-B_105724
2848	Pfam-B_19029
2848	Pfam-B_85785
2848	WD40
2849	DUF207
2851	Pfam-B_1
2851	Pfam-B_11134
2851	Pfam-B_127
2851	Pfam-B_17047
2851	Pfam-B_22737
2851	Pfam-B_4396
2851	Pfam-B_6566
2851	Pfam-B_86762
2851	Pfam-B_87770
2851	Pfam-B_87837
6393	NAD_Gly3P_dh_C
6393	NAD_Gly3P_dh_N
6542	CoA_binding
6542	Ligase_CoA
6261	DUF28
5923	DnaJ
5923	Pfam-B_25570
5923	Pfam-B_4161
6262	Zn_clus
5032	MFS_1
5032	Pfam-B_103875
5032	Pfam-B_21549
5032	Pfam-B_609
5034	DUP
5034	Pfam-B_6302
5034	Pfam-B_7100
5035	Ribosomal_S2
4081	RRS1
4020	Pyr_redox
4020	Pyr_redox_dim
2432	SecE
2441	Spo7
6329	Pfam-B_16153
6329	Pfam-B_16190
6329	Pfam-B_22731
6329	Pfam-B_29282
6329	Pfam-B_35942
6329	Pfam-B_35943
6329	Pfam-B_37855
6329	Pfam-B_3931
6329	Pfam-B_4344
6329	Pfam-B_4468
6329	Pfam-B_4856
6329	Pfam-B_5319
6329	Pfam-B_5824
6329	Pfam-B_6261
6329	TPR
5810	Cyt-b5
5810	FMN_dh
5547	zf-Tim10_DDP
8051	zf-Tim10_DDP
5806	zf-Tim10_DDP
2455	DAD
2456	OST3_OST6
5413	Pfam-B_18116
5413	zf-C3HC4
5546	dCMP_cyt_deam
5546	Pfam-B_77501
5546	Pfam-B_790
6797	Pfam-B_33774
1949	A_deaminase
1949	Pfam-B_5524
1949	Pfam-B_99748
4507	HMA
4507	Pfam-B_105746
4507	Sod_Cu
2482	Chitin_synth_2
2482	Cyt-b5
2482	Pfam-B_2423
2482	Pfam-B_6604
2482	Pfam-B_7710
2757	Ku
2757	Ku_C
2757	Ku_N
6531	Pfam-B_7806
6531	Skp1_POZ
2490	V-SNARE
2940	Sec1
2914	ADH_zinc_N
2914	Pfam-B_91709
2919	DUF250
2919	DUF6
2919	Pfam-B_104499
2919	Pfam-B_106273
2919	Pfam-B_26376
2919	Pfam-B_265
2919	Pfam-B_71369
2920	AA_permease
2924	Zip
2499	Pfam-B_82097
2500	HLH
2506	Ribosomal_60s
2507	Pfam-B_1839
2507	Pfam-B_27157
2507	Ribosomal_L10e
7745	Homeobox
7745	Pfam-B_3006
5945	Pfam-B_64795
5945	Pfam-B_86628
5945	WD40
5946	ABC_tran
2524	DNA_pol_B
2524	DNA_pol_B_exo
2524	Pfam-B_3442
2523	Pfam-B_35653
5811	Pfam-B_84098
5811	Rad17
6529	ABC_tran
6529	Pfam-B_1048
6529	Pfam-B_12783
6529	Pfam-B_14904
6529	Pfam-B_19391
6529	Pfam-B_5130
6529	Pfam-B_6213
6529	Pfam-B_6276
6498	AAA
6498	Pfam-B_524
6459	Peptidase_M24
6459	Pfam-B_4517
6459	Pfam-B_4776
2733	efhand
5539	Pfam-B_57712
4222	GATase
4222	His_biosynth
2591	Ribosomal_L13e
2592	Ribosomal_S7e
2759	Ribosomal_S12
1944	Pfam-B_10160
5853	FAD_binding_2
5853	Succ_DH_flav_C
5856	Fer2
5856	Pfam-B_294
5856	Pfam-B_6001
4816	Pfam-B_14121
4816	Pfam-B_82162
4266	AAA
4266	Pfam-B_105161
4266	Pfam-B_20271
4266	Pfam-B_5816
4266	Pfam-B_62
5448	Adap_comp_sub
5449	CRAL_TRIO
5449	CRAL_TRIO_N
2651	BTB
2651	Pfam-B_71807
2651	Pfam-B_85840
2651	Pfam-B_85856
2651	zf-C2H2
2652	Myb_DNA-binding
2652	Pfam-B_13365
2652	Pfam-B_16727
2652	Pfam-B_18874
2652	Pfam-B_22005
2652	Pfam-B_24365
2652	Pfam-B_24366
2652	Pfam-B_29127
2652	Pfam-B_31845
2652	Pfam-B_51227
2652	Pfam-B_51233
2652	Pfam-B_78532
2652	Pfam-B_79898
2652	Pfam-B_9412
951	Pfam-B_16727
951	Pfam-B_18874
951	Pfam-B_90249
2653	BTB
2653	Pfam-B_95576
2653	zf-C2H2
2654	BTB
2654	Pfam-B_48385
2654	zf-C2H2
2657	dsrm
2657	Pfam-B_60213
2657	Pfam-B_99517
2657	Pkinase
2658	Furin-like
2658	Pfam-B_14640
2658	Pfam-B_24311
2658	Pfam-B_2529
2658	Pfam-B_278
2658	Pfam-B_3205
2658	Pfam-B_6081
2658	Pfam-B_7190
2658	Pkinase
2658	Recep_L_domain
2658	YLP
2659	G-alpha
2660	CBFD_NFYB_HMF
2660	Pfam-B_29386
2662	CBFD_NFYB_HMF
2662	Pfam-B_16451
2662	Pfam-B_99075
2663	Filament
2663	IF_tail
2663	Pfam-B_44862
2663	Pfam-B_56336
2663	Pfam-B_84126
20534	PK_C
18448	Pfam-B_1
18448	Pfam-B_8403
18448	Pfam-B_87805
2664	PB1
2664	PX
2664	SH3_1
2665	Pfam-B_14331
2665	PX
2665	SH3_1
2665	SH3_2
5381	Pfam-B_64106
5381	Ribonuc_red_sm
2690	Pfam-B_48928
2691	Abhydrolase_1
2691	Pfam-B_1432
2691	Pfam-B_2554
2691	Pfam-B_37882
5660	Pfam-B_85010
4071	Pfam-B_48255
4071	Sugar_tr
4072	Inositol_P
4072	Pfam-B_48685
3896	NAP
4076	Hydrolase
4076	Pfam-B_11209
4076	Pfam-B_25951
4076	Pfam-B_45558
6807	Pfam-B_2648
6807	Pfam-B_6567
6303	Pfam-B_12009
6303	Pfam-B_4283
6303	Pfam-B_68895
6303	zf-C2H2
2711	Pfam-B_73764
2725	Pfam-B_23333
2725	Pfam-B_27823
2725	SET
2725	zf-MYND
2726	HIG_1_N
2726	Pfam-B_40758
2728	Pfam-B_12788
4526	CUE
4526	Pfam-B_28632
4526	Pfam-B_30594
4526	VPS9
2820	WD40
2737	C1-set
2737	MHC_I
2737	Pfam-B_20303
2737	Pfam-B_27651
2737	Pfam-B_7496
6055	C1-set
2736	PA
2736	Peptidase_M28
2736	Pfam-B_15500
2736	Pfam-B_18577
2736	Pfam-B_6842
2736	TFR_dimer
2738	Transferrin
2740	ArfGap
2740	Pfam-B_100749
5404	Pfam-B_110
5404	Pfam-B_113
5404	Pfam-B_185
5404	Pfam-B_20047
5404	Pfam-B_7293
5404	Pfam-B_76881
5404	Pfam-B_7701
2747	Ferric_reduct
2747	Pfam-B_10570
2747	Pfam-B_20101
2753	DUF500
2753	SH3_1
4762	AhpC-TSA
5499	Ribosomal_L34e
5500	Pfam-B_56253
5501	HSF_DNA-bind
5502	Glutaredoxin
5503	NAD_kinase
6661	zf-U1
6533	DEAD
6533	Helicase_C
6354	Pfam-B_14
6474	ABC_membrane
6474	ABC_tran
6474	Pfam-B_10169
6474	Pfam-B_16597
6474	Pfam-B_277
6474	Pfam-B_4291
6474	Pfam-B_43610
6474	Pfam-B_80086
6474	Pfam-B_8238
6474	Pfam-B_99414
6611	PAPS_reduct
2943	SRP54
2943	SRP54_N
2943	SRP_SPB
6411	DUF300
6411	Pfam-B_56563
6448	G-patch
6448	Pfam-B_26667
5529	Ribosomal_L22
5683	GATA
2763	COX5B
4922	HGTP_anticodon
4922	Pfam-B_1250
4922	Pfam-B_21616
4922	Pfam-B_623
4922	Pfam-B_89630
4922	tRNA-synt_2b
4922	YbaK
2768	Exo_endo_phos
5807	DUF1213
5807	INCENP_ARK-bind
5807	RCSD
2784	Pfam-B_22631
2784	Pfam-B_33336
2784	TBC
2795	SRP1_TIP1
2796	AMP-binding
2796	Pfam-B_5
2799	Sterol_desat
2800	Pfam-B_27145
2800	Pfam-B_95695
2804	Pfam-B_14302
2804	PLA2_B
2816	UPF0057
2819	zf-C2H2
5779	zf-C2H2
2824	DEAD
2824	HA2
2824	Helicase_C
2824	Pfam-B_160
2824	Pfam-B_513
2824	Pfam-B_757
2825	MTHFR
2825	Pfam-B_7381
2827	GTP1_OBG
2827	TGS
2828	Pfam-B_34563
2839	Pfam-B_11338
6277	HMG-CoA_red
6277	Pfam-B_2712
6277	Pfam-B_41251
6277	Pfam-B_90111
4529	HMG-CoA_red
4529	Pfam-B_2712
4529	Pfam-B_41251
4529	Pfam-B_90111
8850	Pfam-B_4899
8850	zf-C3HC4
3950	Ribosomal_L38e
259	SH2
259	SH3_1
2865	Pfam-B_30579
2865	Sugar_tr
1941	Peptidase_S24
1941	Pfam-B_20185
2867	Oxysterol_BP
2868	Pfam-B_103187
2869	Ribosomal_S5
2869	Ribosomal_S5_C
6740	Pfam-B_83030
6740	Sod_Fe_C
6679	CHCH
4924	Pfam-B_36609
4924	Ribosomal_S9
6702	Pfam-B_71499
6702	Pfam-B_94253
6702	S4
6669	Ribosomal_S10
6345	Pfam-B_102900
6695	Pfam-B_83030
6695	Sod_Fe_C
4214	NTP_transf_2
4214	PAP_assoc
4214	Pfam-B_45197
4214	Pfam-B_47179
6664	UCH
6509	ECH
6575	PPR
6794	Pfam-B_16930
6701	Pfam-B_102461
2874	Ras
2877	Pkinase
1415	PAP2
2892	Autotransporter
2892	Pertactin
2892	Pfam-B_14950
2892	Pfam-B_16241
2892	Pfam-B_1814
2892	Pfam-B_2342
2892	Pfam-B_29473
2892	Pfam-B_522
2892	Pfam-B_86
2892	Pfam-B_98842
2893	Bgal_small_C
2893	Bgal_small_N
2893	Glyco_hydro_2
2893	Glyco_hydro_2_C
2893	Glyco_hydro_2_N
2894	DUF386
2895	Pfam-B_2555
2895	TNF
2910	Pfam-B_33775
2910	TNF
6245	TNFR_c6
2896	Aminotran_5
2898	ICL
2899	Acetate_kinase
2900	PTA_PTB
2901	ADH_zinc_N
2902	Fe-ADH
2902	Pfam-B_1976
2902	Pfam-B_1991
2902	Pfam-B_231
2903	OKR_DC_1
2903	OKR_DC_1_C
2903	OKR_DC_1_N
2904	6PF2K
2904	Pfam-B_20738
2904	Pfam-B_35320
2904	PGAM
2905	Acid_phosphat_A
2905	Pfam-B_97017
2906	Pfam-B_1118
2906	Pfam-B_1524
2906	Pfam-B_2769
2906	Pfam-B_30146
2906	Pyr_redox
2907	AA_kinase
2907	ACT
2907	Homoserine_dh
2907	NAD_binding_3
2907	Pfam-B_3636
2907	Pfam-B_58386
2908	Aldedh
2913	Aldolase
4067	DUP
4067	Pfam-B_14270
4067	Pfam-B_81324
2928	Pfam-B_1600
2928	Pfam-B_86855
2928	TNFR_c6
2929	Pfam-B_70299
2929	TNF
2930	Pfam-B_1600
